City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
553,Mareeba,AU,77.0,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
554,Rupert,US,57.2,clear sky,42.6191,-113.6772,Uptown Motel
555,Kumbo,CM,70.25,overcast clouds,6.2,10.6667,Western Inn Resort
556,Moranbah,AU,71.28,few clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
557,Desaguadero,PE,54.5,broken clouds,-16.5656,-69.0417,av. panamericana 264 desaguadero hotel
558,Lagoa,PT,59.68,overcast clouds,39.05,-27.9833,Casa Das Faias
560,Faya,SA,68.0,few clouds,18.3851,42.4509,مقبرة ال مجمل
564,Pucallpa,PE,73.4,moderate rain,-8.3791,-74.5539,Hospedaje Komby
568,Jaru,BR,77.4,overcast clouds,-10.4389,-62.4664,Hotel Paraná
571,Ginda,IN,53.2,scattered clouds,30.6945,78.4932,Bal uma sankar hotel and restaurant
573,Codrington,AU,50.63,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
577,Itoman,JP,69.8,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
579,Christchurch,NZ,60.01,scattered clouds,-43.5333,172.6333,The George
580,Bijela,BA,53.6,clear sky,43.6086,17.9519,Hotel Oaza
583,Dong Hoi,VN,75.38,few clouds,17.4833,106.6,Nam Long Hotel
585,Vila Franca Do Campo,PT,62.6,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
588,Greytown,ZA,64.92,clear sky,-29.0642,30.5928,Lord Grey Guest House
589,Marsh Harbour,BS,76.24,clear sky,26.5412,-77.0636,Abaco Beach Resort
590,Muros,ES,57.99,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
593,Yeppoon,AU,68.0,overcast clouds,-23.1333,150.7333,Villa Mar Colina
597,Miri,MY,78.01,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
598,Silver City,US,71.6,clear sky,32.7701,-108.2803,Copper Manor Motel
599,Colomi,BO,77.0,broken clouds,-17.35,-65.8667,Residencial EL TURISMO
600,Trelew,AR,70.32,clear sky,-43.248999999999995,-65.3051,Hotel Touring Club
603,Nouadhibou,MR,73.4,sand,20.930999999999997,-17.0347,El Medina
604,Arona,ES,69.8,few clouds,28.0996,-16.680999999999997,Paradise Court
608,Bethel,US,69.01,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
609,Hukuntsi,BW,76.51,clear sky,-24.0,21.75,Entabeni Hotel
610,San Lawrenz,MT,57.99,few clouds,36.0553,14.204,San Andrea Hotel
618,Calvia,ES,60.01,few clouds,39.5657,2.5062,Castell Son Claret
620,Wana,PK,66.16,scattered clouds,32.2989,69.5725,Rest House at Wana Camp
621,Bundaberg,AU,70.0,few clouds,-24.85,152.35,Takalvan Motel
622,Sakakah,SA,68.0,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
624,San Nicolas,PH,73.4,few clouds,18.1725,120.5953,NORTHVIEW Hotel
626,Dolores,AR,63.19,overcast clouds,-36.3132,-57.6792,Apart Hotel - Arianos
629,Brownwood,US,68.0,clear sky,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
630,Tomohon,ID,73.4,scattered clouds,1.3346,124.8392,Gardenia Country Inn
632,Mutare,ZW,61.02,clear sky,-18.9707,32.6709,Ann Bruce Backpackers
635,Bridgetown,BB,78.8,volcanic ash,13.1,-59.6167,Hilton Barbados Resort
637,Chiang Kham,TH,77.0,clear sky,19.5233,100.3,Rico Resort
641,Yorkton,CA,57.2,clear sky,51.2167,-102.4677,Redwood Motel
643,Isla Vista,US,60.8,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
644,Marawi,PH,75.99,overcast clouds,7.9986,124.2928,Derogongan Residence
646,Newton,US,77.0,few clouds,42.336999999999996,-71.2092,Hotel Indigo Boston - Newton Riverside
647,Murray Bridge,AU,54.0,overcast clouds,-35.1167,139.2667,Balcony On Sixth Lodge
649,Roblin,CA,50.83,broken clouds,51.23,-101.3565,Harvest Moon Inn
651,Lahijan,IR,55.4,mist,37.2061,50.0029,Markazi hotel
655,Martapura,ID,77.0,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
656,Emerald,AU,69.8,light rain,-23.5333,148.1667,The Irish Village
657,Glossa,GR,53.6,few clouds,35.4717,23.7763,Elia Hotel & Spa
661,Maun,BW,75.2,clear sky,-19.9833,23.4167,Enviro Villa
662,Cesenatico,IT,57.0,overcast clouds,44.1999,12.3991,International Hotel Cesenatico
663,Sambava,MG,77.41,light rain,-14.2667,50.1667,Melrose
666,Phan Thiet,VN,76.86,broken clouds,10.9333,108.1,Hotel Saigon-PT
670,Suining,CN,56.75,overcast clouds,30.508000000000003,105.5733,IU Hotel Suining Guangfu Building Walking Street
671,Nago,JP,69.8,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
672,Zhanakorgan,KZ,50.77,clear sky,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
673,Kloulklubed,PW,77.0,broken clouds,7.0419,134.2556,Storyboard Beach Resort
674,Rio Grande,BR,77.0,moderate rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
675,Calera,US,73.0,scattered clouds,33.1029,-86.7536,Americas Best Value Inn & Suites Birmingham Calera
679,Kununurra,AU,69.8,broken clouds,-15.7667,128.7333,Hotel Kununurra
681,Mwinilunga,ZM,62.06,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
686,Kota Belud,MY,78.8,few clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
689,Umiray,PH,78.04,broken clouds,15.2206,121.4111,The Chairmans Residence
690,Van,TR,55.4,light rain,38.4924,43.3831,Elite World Van Hotel
694,Camara De Lobos,PT,68.0,broken clouds,32.6333,-16.9667,Golden Residence Hotel
695,Ndjole,GA,77.41,overcast clouds,-0.1783,10.7649,Hotel Kevazingo
